anio,cancion,artista,generos_artista,popularidad,fecha_lanzamiento
2015,Loved,levitation room,"neo-psychedelic, psychedelic rock, surf rock",39,2015-02-07
2015,Nothingness,Weedpecker,"stoner rock, space rock, stoner metal, sludge metal, psychedelic rock, doom metal",38,2015-05-12
2015,Fools Gold,The Arcs,,39,2015-12-18
2015,Far,The Soft Moon,"cold wave, darkwave, post-punk, ebm, witch house, gothic rock, industrial, deathrock",38,2015-03-31
2015,Fight the Night,ONE OK ROCK,"j-rock, j-pop",42,2015-09-25
2015,Dizzy,Title Fight,"midwest emo, shoegaze, post-hardcore, melodic hardcore, emo",50,2015-02-03
2015,Sugarfix,Tamaryn,"shoegaze, dream pop",42,2015-08-28
2015,Lleno Del Espíritu Santo,Thalles Roberto,"gospel, brazilian gospel, worship, christian rock",39,2015-05-04
2015,Holy Forest,Pinkshinyultrablast,"shoegaze, dream pop, slowcore",41,2015-01-26
2015,Man It Feels Like Space Again,Pond,"neo-psychedelic, psychedelic rock",41,2015-01-23
2015,Time in a Bottle,Jim Croce,"folk rock, singer-songwriter",41,2015-05-25
2015,Bury Me Alive,Breaking Benjamin,"alternative metal, post-grunge, rock",46,2015-06-23
2015,Abara Bob <abara capsule markets bob>,MAXIMUM THE HORMONE,"j-rock, anime, visual kei",35,2015-11-18
2015,Bombas Mosaico 1: Carpuela / Una Lágrima / Pasito Tun Tun,Gerardo Morán,"chicha, electrocumbia, cumbia",26,2015-01-08
2015,Darkest Part,Red,"christian rock, christian alternative rock",45,2015-02-20
2015,Lo Que Tenga Que Ser,Las Pastillas del Abuelo,argentine rock,40,2015-10-23
2015,Mix 2: Mi Orgullo / Què Creìas / Quiero Emborracharme / Te Quiero Mi Amor,Teodoro Arellano y su Grupo Cielo Gris,"chicha, huayno, cumbia",35,2015-07-06
2015,Better Place,Saint Asonia,post-grunge,33,2015-10-23
2015,Apenas Floto,"Spinetta, García, Ferrón",argentine rock,35,2015-12-11
2015,Two Brothers,Hanni El Khatib,"garage rock, blues rock",34,2015-01-19
2015,Delusion Rain,Mystery,"progressive rock, progressive metal, art rock",34,2015-11-01
2015,Is This The End - Scream Edit,Creed,post-grunge,44,2015-01-01
2015,Anymore,Surf Rock Is Dead,"surf rock, dream pop",43,2015-09-04
2015,The Great Divide,Breaking Benjamin,"alternative metal, post-grunge, rock",47,2015-06-23
2015,Ya Estamos Bien,Salamandra,"argentine rock, latin rock",37,2015-09-04
2015,Decision (feat. Tyler Carter),ONE OK ROCK,"j-rock, j-pop",44,2015-09-25
2015,Holding Rivers,Oh Hiroshima,"post-rock, math rock, space rock",36,2015-11-06
2015,Last Dance,ONE OK ROCK,"j-rock, j-pop",44,2015-09-25
2015,DOGMA,the GazettE,"visual kei, j-rock",35,2015-08-26
2015,Black Is My Anger,Minuit Machine,"darkwave, cold wave, ebm, post-punk, gothic rock, synthpop, deathrock, industrial",34,2015-10-09
2015,Dancing in the Sun,ITCHY,,43,2015-04-10
2015,Home Invasion / Regret #9,Steven Wilson,"progressive rock, progressive metal, art rock",38,2015-03-02
2015,Yahweh,Stryper,"christian rock, glam metal, glam rock",39,2015-10-16
2015,Need you to Understand,Art Nation,"aor, arena rock, hard rock",34,2015-08-28
2015,To Whom It May Concern,Creed,post-grunge,45,2015-01-01
2020,Cherry Flavoured,The Neighbourhood,,68,2020-09-25
2020,One More Year,Tame Impala,"neo-psychedelic, indie",64,2020-02-14
2020,Psycho Killer,Talking Heads,"new wave, post-punk",55,2020-03-13
2020,mars,YUNGBLUD,,60,2020-12-04
2020,Kyoto,Phoebe Bridgers,,65,2020-06-18
2020,Eternal Summer,The Strokes,"garage rock, indie rock, alternative rock",61,2020-04-10
2020,Burning Hour,Jadu Heart,indie soul,62,2020-09-25
2020,1x1 (feat. Nova Twins),Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",67,2020-10-30
2020,Túnel de la Vida,El Plan De La Mariposa,argentine rock,65,2020-10-30
2020,Obey (with YUNGBLUD),Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",64,2020-10-30
2020,At The Door,The Strokes,"garage rock, indie rock, alternative rock",61,2020-04-10
2020,So We Won't Forget,Khruangbin,neo-psychedelic,63,2020-06-26
2020,Not The Same Anymore,The Strokes,"garage rock, indie rock, alternative rock",61,2020-04-10
2020,Parasite Eve,Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",67,2020-10-30
2020,Bad Decisions,The Strokes,"garage rock, indie rock, alternative rock",63,2020-04-10
2020,Stargazing,The Neighbourhood,,72,2020-12-11
2020,bloody valentine,mgk,,70,2020-09-25
2020,Sympathy For The Devil,Guns N' Roses,"rock, glam metal, hard rock, classic rock",58,2020-08-28
2020,Chandelier,Will Paquin,,75,2020-09-25
2020,Monsters (feat. Demi Lovato and blackbear),All Time Low,"pop punk, emo, punk",66,2020-12-04
2020,Brooklyn Bridge To Chorus,The Strokes,"garage rock, indie rock, alternative rock",65,2020-04-10
2020,Ode To The Mets,The Strokes,"garage rock, indie rock, alternative rock",74,2020-04-10
2020,Borderline,Tame Impala,"neo-psychedelic, indie",86,2020-02-14
2020,Figure You Out,VOILÀ,,76,2020-05-22
2020,Wild Reputation,AC/DC,"rock, hard rock, classic rock, rock and roll",53,2020-11-13
2020,Breathe Deeper,Tame Impala,"neo-psychedelic, indie",72,2020-02-14
2020,forget me too (feat. Halsey),mgk,,71,2020-09-25
2020,Shot In The Dark,AC/DC,"rock, hard rock, classic rock, rock and roll",64,2020-11-13
2020,The Adults Are Talking,The Strokes,"garage rock, indie rock, alternative rock",81,2020-04-10
2020,Rodeada de idiotas,Cobardes,,33,2020-02-28
2020,Demon Fire,AC/DC,"rock, hard rock, classic rock, rock and roll",62,2020-11-13
2020,Is It True,Tame Impala,"neo-psychedelic, indie",77,2020-02-14
2020,Selfless,The Strokes,"garage rock, indie rock, alternative rock",78,2020-04-10
2020,Crazy Train,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",81,2020-09-18
2020,acting like that (feat. Machine Gun Kelly),YUNGBLUD,,63,2020-12-04
2020,Sin Ti No Hay Color,Sinkope,,34,2020-03-13
2020,One More Hour,Tame Impala,"neo-psychedelic, indie",74,2020-02-14
2020,Kick You When You're Down,AC/DC,"rock, hard rock, classic rock, rock and roll",55,2020-11-13
2020,Lost In Yesterday,Tame Impala,"neo-psychedelic, indie",71,2020-02-14
2020,Montaña Rusa,Noan,,37,2020-06-27
2020,Siempre te pedí (feat. Travis Birds),La Pegatina,rumba congolaise,34,2020-10-16
2020,The Wall & I,Nation of Language,synthpop,56,2020-05-22
2020,Why Are Sundays So Depressing,The Strokes,"garage rock, indie rock, alternative rock",70,2020-04-10
2020,Teardrops,Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",70,2020-10-30
2020,The Twist,Chubby Checker,rock and roll,62,2020-06-19
2020,Como un burro amarrado en la puerta del baile,El Último De La Fila,rock en español,42,2020-06-26
2020,Jealous,Eyedress,,69,2020-08-07
2020,my ex's best friend (with blackbear),mgk,,74,2020-09-25
2020,El Carro de la Vida - Versión Acústica,Sinkope,,46,2020-07-17
2020,Como Si Fueras a Morir Mañana - Madrid Nuclear - En Directo,Leiva,,43,2020-11-20
2020,cotton candy,YUNGBLUD,,57,2020-12-04
2020,Ordinary Man (feat. Elton John),Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",55,2020-01-10
2020,Nothing Else Matters - Live,Metallica,"metal, thrash metal, rock, heavy metal, hard rock",46,2020-08-28
2020,Two-Way Mirror,Loathe,shoegaze,65,2020-02-07
2020,OK,Wallows,indie,61,2020-03-20
2020,Dreamer,Foxy Shazam,glam rock,56,2020-12-11
2020,Instant Destiny,Tame Impala,"neo-psychedelic, indie",61,2020-02-14
2020,El Favor,Las Pastillas del Abuelo,argentine rock,61,2020-11-12
2020,Dangerous Ground,H.E.A.T,"aor, arena rock, hard rock, glam metal, glam rock",43,2020-02-21
2020,Green River,Eilen Jewell,"americana, alt country, blues",48,2020-07-08
2020,Sensations of Cool,TTRRUUCES,,52,2020-06-26
2020,Roses,Awaken I Am,"post-hardcore, metalcore",60,2020-04-24
2020,Realize,AC/DC,"rock, hard rock, classic rock, rock and roll",51,2020-11-13
2020,All They Wanted,Panchiko,shoegaze,69,2020-07-25
2020,Magic Mountain,Hollow Ship,"neo-psychedelic, psychedelic rock",55,2020-04-03
2020,El Pila Pila,Bayronn Caicedo,"chicha, electrocumbia, cumbia",45,2020-02-20
2020,Animal in Me,Solence,,54,2020-08-13
2020,On Track,Tame Impala,"neo-psychedelic, indie",62,2020-02-14
2020,Driving In Style,Thundermother,hard rock,54,2020-07-31
2020,strawberry lipstick,YUNGBLUD,,54,2020-12-04
2020,Parasite Eve,Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",57,2020-06-25
2020,Love me or Leave me,DAY6,"k-rock, k-pop",63,2020-05-11
2020,Another Life,Jadu Heart,indie soul,60,2020-09-25
2020,Another Blue Night,Snowy White,"blues, blues rock",48,2020-10-09
2020,Is It Really You?,Loathe,shoegaze,69,2020-02-07
2020,Must Be a Dream,Tempesst,neo-psychedelic,56,2020-09-30
2020,LEASE,阿保剛,"japanese vgm, shibuya-kei",60,2020-10-28
2020,Black - Live MTV Unplugged,Pearl Jam,"grunge, rock, post-grunge",61,2020-10-22
2020,The Well,Marcus King,"modern blues, blues rock",59,2020-01-17
2020,Funnel Of Love,Wanda Jackson,"rockabilly, psychobilly, rock and roll",56,2020-10-23
2020,Kids,Young Gun Silver Fox,"yacht rock, aor",48,2020-02-21
2020,Time (You and I),Khruangbin,neo-psychedelic,62,2020-06-26
2020,"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,"folk rock, folk, singer-songwriter",57,2020-12-04
2020,Posthumous Forgiveness,Tame Impala,"neo-psychedelic, indie",64,2020-02-14
2020,VIEWS - Acoustic Live - Kids Against the Machine,Noga Erez,,41,2020-04-07
2020,Through The Mists Of Time,AC/DC,"rock, hard rock, classic rock, rock and roll",52,2020-11-13
2020,"god save me, but don't drown me out",YUNGBLUD,,57,2020-12-04
2020,Dirty,grandson,,63,2020-12-04
2020,Carry On,The Score,,54,2020-08-28
2020,Carry On,Falling In Reverse,"emo, rap metal",58,2020-07-14
2020,Witch's Spell,AC/DC,"rock, hard rock, classic rock, rock and roll",54,2020-11-13
2020,A Little Bit Off,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",68,2020-02-28
2020,"Eat, Sleep, Wake (Nothing But You)",Bombay Bicycle Club,"indie rock, indie",57,2020-01-17
2020,Ludens,Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",59,2020-10-30
2020,Esperando El Impacto,Bersuit Vergarabat,"argentine rock, latin rock, rock en español, latin alternative, murga",32,2020-07-17
2020,La chispa adecuada,Heroes Del Silencio,"rock en español, latin rock, mexican rock, latin alternative",53,2020-03-20
2020,Hurt,Oliver Tree,,63,2020-07-17
2020,Sencillamente,Bersuit Vergarabat,"argentine rock, latin rock, rock en español, latin alternative, murga",32,2020-06-26
2020,Red Bellied Black Snake,The Beefs,,58,2020-08-30
2020,Primavera 2020 - Remasterizá,Amenoskuarto,,31,2020-03-20
2020,A Sad Cartoon,Loathe,shoegaze,62,2020-02-07
2020,Summertime,Mareux,"darkwave, cold wave",58,2020-04-17
2020,Teardrops,Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",58,2020-10-22
2020,flutter,julie,shoegaze,61,2020-04-10
2020,Lamb's Wool,Foster The People,,59,2020-05-22
2020,Keep Your Eyes Peeled,ULTRA SUNN,"darkwave, cold wave, ebm, post-punk, gothic rock",56,2020-07-17
2020,Amor de Arena,Toño y su Grupo Centella,"chicha, cumbia, huayno",52,2020-04-29
2020,Blue On Black,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",53,2020-10-09
2020,All I Need,Jake Bugg,,49,2020-10-26
2020,Father And Son,Yusuf / Cat Stevens,"folk rock, folk, singer-songwriter",42,2020-09-18
2020,41,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",50,2020-09-04
2020,Darkness Settles In,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",59,2020-02-28
2020,Talk to a Friend,Rain City Drive,"post-hardcore, metalcore",62,2020-08-07
2020,Dancin' Party,Chubby Checker,rock and roll,45,2020-06-19
2020,Tu Encanto,Conociendo Rusia,"latin indie, argentine rock",51,2020-10-02
2020,Horses,Slomosa,"stoner rock, stoner metal, norsk rock, sludge metal",49,2020-08-28
2020,Don't Look At Me,POORSTACY,"emo rap, melodic rap",58,2020-07-24
2020,Hechicera,Los Diablitos,"chicha, electrocumbia, vallenato",44,2020-02-06
2020,La Leyenda Del Hada Y El Mago,Rata Blanca,"rock en español, argentine rock, latin rock, mexican rock",48,2020-03-27
2020,Lost Day,Other Lives,,48,2020-04-24
2020,Tomorrow's Dust,Tame Impala,"neo-psychedelic, indie",57,2020-02-14
2020,Devil in Your Heart,SiM,"anime, j-rock",52,2020-06-17
2020,In My Mind's Desert,Slomosa,"stoner rock, stoner metal, norsk rock, sludge metal",50,2020-08-28
2020,Which One Is the Jellyfish?,Aunt Cynthia's Cabin,"stoner rock, neo-psychedelic, psychedelic rock, space rock, stoner metal",50,2020-02-07
2020,Panic,From Ashes to New,"rap rock, rap metal",58,2020-08-28
2020,Sol Del Sur,Sun Room,surf rock,57,2020-07-10
2020,Little Bastards,Palaye Royale,,56,2020-05-29
2020,Outlaws & Outsiders,Cory Marks,country rock,64,2020-08-07
2020,November Rain,Guns N' Roses,"rock, glam metal, hard rock, classic rock",52,2020-08-28
2020,Blackout,Solence,,53,2020-08-13
2020,Ohms,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",62,2020-09-25
2020,Baby Girl,Young Gun Silver Fox,"yacht rock, aor",44,2020-02-21
2020,One Day The Only Butterflies Left Will Be In Your Chest As You March Towards Your Death (feat. Amy Lee),Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",56,2020-10-30
2020,Genesis,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",60,2020-09-25
2020,Glimmer,Tame Impala,"neo-psychedelic, indie",58,2020-02-14
2020,Losing My Religion,R.E.M.,"jangle pop, alternative rock, rock",45,2020-10-02
2020,Don't Be Shy,Yusuf / Cat Stevens,"folk rock, folk, singer-songwriter",51,2020-12-04
2020,Tonight Is The Night I Die,Palaye Royale,,56,2020-05-29
2020,Aries (feat. Peter Hook and Georgia),Gorillaz,,54,2020-10-23
2020,It Might Be Time,Tame Impala,"neo-psychedelic, indie",59,2020-02-14
2020,Visitor,Of Monsters and Men,folk pop,54,2020-09-09
2020,Don't Cry (Original),Guns N' Roses,"rock, glam metal, hard rock, classic rock",50,2020-08-28
2020,Ando Rodando - Remasterizado,Gustavo Santaolalla,soundtrack,42,2020-07-29
2020,Summer Madness - Exclusive Cover Version,Khruangbin,neo-psychedelic,55,2020-12-04
2020,HALF-WAY & ONE STEP FORWARD,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",50,2020-09-11
2020,Misty Woman,Aunt Cynthia's Cabin,"stoner rock, neo-psychedelic, psychedelic rock, space rock, stoner metal",54,2020-02-07
2020,Ya No Mires Atrás,Luis Alberto Spinetta,"argentine rock, latin rock, rock en español",51,2020-01-23
2020,Somebody That I Used to Know,Three Days Grace,"post-grunge, rock",57,2020-07-22
2020,Cualquiera en su sano juicio (se habría vuelto loco por ti),Bunbury,"rock en español, latin rock, mexican rock",45,2020-05-29
2020,Sweet Child O' Mine,Guns N' Roses,"rock, glam metal, hard rock, classic rock",50,2020-08-28
2020,Party Tonight,The Shipp of Fools,,49,2020-09-17
2020,Headless,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",57,2020-09-25
2020,Glistening,flipturn,,63,2020-02-07
2020,Porque Te Vas (Versión Rock),Autumn's Midnight,,49,2020-11-02
2020,Sedona,Sir Chloe,,58,2020-10-23
2020,She Wants Me (To Be Loved),The Happy Fits,,58,2020-08-28
2020,Untitled Demo 1997,Panchiko,shoegaze,59,2020-07-25
2020,Good Girls (Don’t Get Used),Beach Bunny,,57,2020-11-30
2020,Hills Have Eyes,POORSTACY,"emo rap, melodic rap",54,2020-12-11
2020,Me & You Together Song,The 1975,,57,2020-05-22
2020,Until the End,Avenged Sevenfold,"metal, alternative metal",59,2020-02-07
2020,Black Rose,The Rose,"k-rock, k-pop",47,2020-08-23
2020,Paraphernalia,Temples,"neo-psychedelic, psychedelic rock",38,2020-09-02
2020,Don't Be Cruel,Elvis Presley,"rockabilly, rock and roll",42,2020-04-03
2020,Baby Drummer,Bad Nerves,"egg punk, garage rock",44,2020-11-20
2020,Hell and Back,Self Deception,,52,2020-03-13
2020,Connaissais de Face,Khruangbin,neo-psychedelic,54,2020-06-26
2020,Out of Time,The Sweet Serenades,,41,2020-03-27
2020,La Vaca Loca,Bayronn Caicedo,"chicha, electrocumbia, cumbia",38,2020-02-20
2020,Whirlpool,Wanda Jackson,"rockabilly, psychobilly, rock and roll",46,2020-10-23
2020,Bloodshot,Sam Tinnesz,,54,2020-05-15
2020,Bad Kids,TTRRUUCES,,52,2020-06-26
2020,Dance Of The Clairvoyants,Pearl Jam,"grunge, rock, post-grunge",47,2020-03-27
2020,Siempre Pierdo En El Amor,Jaime Enrique Aymara,"chicha, electrocumbia, cumbia",38,2020-02-03
2020,Throw My Bones,Deep Purple,"hard rock, classic rock, rock",44,2020-08-07
2020,Oceans - Live MTV Unplugged,Pearl Jam,"grunge, rock, post-grunge",50,2020-10-22
2020,The Best,AWOLNATION,,54,2020-04-24
2020,The Children of Coyote Woman,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",48,2020-09-04
2020,WE ARE CHAOS,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",47,2020-09-11
2020,Have A Cigar - Alternate Version,Pink Floyd,"progressive rock, psychedelic rock, classic rock, art rock, rock",48,2020-05-29
2020,Lost in Translation,The Neighbourhood,,57,2020-09-25
2020,Shot In The Dark,AC/DC,"rock, hard rock, classic rock, rock and roll",51,2020-10-07
2020,Last Resort - 2020,Papa Roach,"nu metal, rap metal, alternative metal, rap rock, rock",50,2020-12-25
2020,Lancaster Nights,Charlie Burg,,54,2020-09-02
2020,July,Betcha,,56,2020-10-16
2020,Arthur's Theme (Best That You Can Do),Christopher Cross,"yacht rock, soft rock",49,2020-02-14
2020,Arkansas,Chris Stapleton,"country, outlaw country",62,2020-11-13
2020,Echo (Ready for War),Autumn Kings,,52,2020-01-17
2020,CITY OF ANGELS (feat. YUNGBLUD) - YUNGBLUD Remix,24kGoldn,,52,2020-04-21
2020,Donde Estás Amor,Toño y su Grupo Centella,"chicha, cumbia, huayno",49,2020-04-29
2020,teresa,YUNGBLUD,,51,2020-12-04
2020,El Farolito (Acústico),Ciro y los Persas,argentine rock,52,2020-11-20
2020,Mi Corazón Sufrido,Jaime Enrique Aymara,"chicha, electrocumbia, cumbia",39,2020-02-03
2020,There is Nothing New Under the Sun,Slomosa,"stoner rock, stoner metal, norsk rock, sludge metal",47,2020-08-28
2020,Judas Effect,Vestron Vulture,"darkwave, post-punk, cold wave, synthwave, witch house",53,2020-10-10
2020,Rejection,AC/DC,"rock, hard rock, classic rock, rock and roll",48,2020-11-13
2020,Eternos,Leonora Post Punk,"post-punk, darkwave, cold wave, deathrock, gothic rock",47,2020-05-07
2020,Enemy of My Enemy,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",48,2020-09-04
2020,Blinding Ornaments,Vulkan,"progressive metal, progressive rock",50,2020-05-08
2020,Living In A Ghost Town,The Rolling Stones,"classic rock, rock",49,2020-04-23
2020,Connaissais de Face,Khruangbin,neo-psychedelic,54,2020-06-26
2020,Heartbreak Hotel,Elvis Presley,"rockabilly, rock and roll",41,2020-04-03
2020,Perdonarte Jamás,Los Internacionales Nenes de la Cumbia,"chicha, cumbia, huayno",42,2020-08-09
2020,Mil Pedazos,Toño y su Grupo Centella,"chicha, cumbia, huayno",46,2020-06-08
2020,Shampoo Bottles,Peach Pit,,62,2020-04-03
2020,Scars that I'm Hiding,From Ashes to New,"rap rock, rap metal",52,2020-08-28
2020,Ya Lo Sabés,Las Pelotas,"argentine rock, rock en español",49,2020-03-06
2020,Brighter Side of Grey,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",55,2020-02-28
2020,Solo Estoy Tomando,Jaime Enrique Aymara,"chicha, electrocumbia, cumbia",35,2020-02-03
2020,Take the Pain Away,ALESTI,metalcore,50,2020-05-29
2020,Systems Down,AC/DC,"rock, hard rock, classic rock, rock and roll",45,2020-11-13
2020,Ceremony,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",56,2020-09-25
2020,Somebody Gotta Make A Move,Sonny Landreth,"blues, blues rock, modern blues, cajun, zydeco",43,2020-02-21
2020,Shida,Khruangbin,neo-psychedelic,51,2020-06-26
2020,weird!,YUNGBLUD,,49,2020-12-04
2020,Everything I Own,The Slow Readers Club,,43,2020-10-23
2020,Así Es El Amor,Jaime Enrique Aymara,"chicha, electrocumbia, cumbia",37,2020-02-03
2020,No Man's Land,AC/DC,"rock, hard rock, classic rock, rock and roll",45,2020-11-13
2020,Switch,Biig Piig,,47,2020-03-31
2020,Désolé (feat. Fatoumata Diawara),Gorillaz,,48,2020-02-27
2020,Leave Me Alone,I DONT KNOW HOW BUT THEY FOUND ME,,57,2020-10-23
2020,1999,NO CIGAR,surf rock,55,2020-10-09
2020,Amorcito,Byron Solis,"chicha, electrocumbia",38,2020-01-28
2020,Mil Pedazos/Gozas la Vida/Tu Conciencia,Toño y su Grupo Centella,"chicha, cumbia, huayno",45,2020-05-13
2020,Crash My Car,COIN,,58,2020-02-21
2020,leichter//kälter,Edwin Rosen,"german indie, german indie pop, neue deutsche welle",63,2020-01-20
2020,acting like that (feat. Machine Gun Kelly),YUNGBLUD,,51,2020-12-02
2020,New Invention,I DONT KNOW HOW BUT THEY FOUND ME,,56,2020-10-23
2020,Money Shot,AC/DC,"rock, hard rock, classic rock, rock and roll",45,2020-11-13
2020,"Florecita Rockera - Rock en Tu Idioma, Eléctrico",Andrea Echeverri,"latin alternative, rock en español",44,2020-09-22
2020,Holy Ghost Fire,Larkin Poe,"blues rock, modern blues, blues, roots rock",38,2020-06-12
2020,Tu Abandono,Los Internacionales Nenes de la Cumbia,"chicha, cumbia, huayno",43,2020-08-09
2020,Caroline,Crash Adams,,50,2020-03-27
2020,State of Love And Trust - Live MTV Unplugged,Pearl Jam,"grunge, rock, post-grunge",49,2020-10-22
2020,Drift Away,Dobie Gray,"northern soul, yacht rock, classic soul",37,2020-06-05
2020,Code Red,AC/DC,"rock, hard rock, classic rock, rock and roll",48,2020-11-13
2020,Obey (with YUNGBLUD),Bring Me The Horizon,"metalcore, emo, screamo, rock, post-hardcore",51,2020-09-02
2020,Blue Suede Shoes,Elvis Presley,"rockabilly, rock and roll",42,2020-04-03
2020,"Dead, Again",Jadu Heart,indie soul,53,2020-09-25
2020,El Cholero,Jaime Enrique Aymara,"chicha, electrocumbia, cumbia",37,2020-02-03
2020,Ordinary Man (feat. Elton John),Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",53,2020-02-21
2020,In the End,Linkin Park,"nu metal, rap metal, rock, alternative metal",50,2020-10-09
2020,Living The Dream,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",56,2020-02-28
2020,I'm Alive,TTRRUUCES,,47,2020-06-26
2020,Kevin,Slomosa,"stoner rock, stoner metal, norsk rock, sludge metal",46,2020-08-28
2020,Drifting,Good Kid,,54,2020-08-28
2020,Mi Generación - En Vivo,Poligamia,"rock en español, colombian pop",45,2020-10-22
2020,Caution - Radio Edit,The Killers,alternative rock,46,2020-03-12
2020,Knockin' On Heaven's Door,Guns N' Roses,"rock, glam metal, hard rock, classic rock",45,2020-08-28
2020,Juraste Quererme/Sepulte Mis Ilusiones/Clavelito,Toño y su Grupo Centella,"chicha, cumbia, huayno",47,2020-06-08
2020,Guilty Conscience - Tame Impala Remix,070 Shake,,52,2020-07-24
2020,Iris,DIAMANTE,,52,2020-07-10
2020,Jolene,The White Stripes,"garage rock, blues rock, rock, alternative rock",46,2020-12-04
2020,Serrana Mia,Centeno,"chicha, cumbia",39,2020-06-01
2020,When Love Rings,Leif Erikson,,49,2020-02-14
2020,Under the Graveyard,Ozzy Osbourne,"metal, glam metal, heavy metal, hard rock",54,2020-02-21
2020,After the Rain,Kyson,,47,2020-01-17
2020,Harder To Breathe,Letdown.,,56,2020-12-25
2020,Muriendo de amor,Los Zhunaulas,"chicha, electrocumbia",34,2020-08-02
2020,The Ascent,Mount Hush,"stoner rock, space rock, stoner metal, psychedelic rock, neo-psychedelic, sludge metal",46,2020-02-07
2020,Move Me,Badflower,post-grunge,54,2020-02-21
2020,the freak show,YUNGBLUD,,47,2020-12-04
2020,POWER,Autumn Kings,,50,2020-10-09
2020,Burning Love,Elvis Presley,"rockabilly, rock and roll",39,2020-04-03
2020,Metal Violets,Jadu Heart,indie soul,50,2020-09-25
2020,The In-Between,In This Moment,metal,54,2020-03-27
2020,Dos Corazones,Bayronn Caicedo,"chicha, electrocumbia, cumbia",36,2020-02-20
2020,DON'T CHASE THE DEAD,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",44,2020-09-11
2020,Welcome To The Jungle,Guns N' Roses,"rock, glam metal, hard rock, classic rock",45,2020-08-28
2020,Crawling,Linkin Park,"nu metal, rap metal, rock, alternative metal",47,2020-10-09
2020,Nothing Personal,Des Rocs,,49,2020-12-11
2020,Gush,bdrmm,"shoegaze, lo-fi indie, dream pop, post-punk",44,2020-07-03
2020,Head In The Clouds,BabyJake,,54,2020-07-31
2020,Saturnine & Iron Jaw,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",44,2020-09-04
2020,She,Clan of Xymox,"darkwave, gothic rock, deathrock, post-punk, cold wave, ebm, new wave, industrial",38,2020-07-24
2020,I'm Not In Love,10cc,"yacht rock, art rock, glam rock",44,2020-08-21
2020,The World That I Love Hates Me,Once Monsters,,48,2020-11-27
2020,Stand Up,The Rumpled,"celtic punk, celtic rock, celtic, sea shanties, folk punk, folk rock",40,2020-03-13
2020,Fire Escape,Call Me Karizma,,50,2020-12-10
2020,Seven Nation Army,The White Stripes,"garage rock, blues rock, rock, alternative rock",48,2020-12-04
2020,kit,julie,shoegaze,56,2020-12-03
2020,Motion Sickness,Vestron Vulture,"darkwave, post-punk, cold wave, synthwave, witch house",51,2020-10-10
2020,Help Somebody (MWS Sessions),Elles Bailey,"blues, modern blues, blues rock",40,2020-05-29
2020,Start Again,Keeley Forsyth,,42,2020-04-23
2020,Trouble’s Coming,Royal Blood,"garage rock, rock",49,2020-09-24
2020,Make It Rain,George Barnett,,50,2020-08-28
2020,Patos a Nadar,Bayronn Caicedo,"chicha, electrocumbia, cumbia",35,2020-02-20
2020,Hang on to Yourself,Palaye Royale,,50,2020-05-29
2020,Brightside,Arrested Youth,,52,2020-03-13
2020,Oyasumi.,gulu gulu,"visual kei, j-rock",52,2020-05-05
2020,Idaho,Slow Pulp,,55,2020-10-09
2020,Into the Beyond,Echoberyl,"darkwave, cold wave, post-punk, ebm, synthpop, gothic rock, deathrock",45,2020-08-21
2020,In The Sunshine,Jonathan Bree,,47,2020-04-24
2020,Te Encontré (Acústico),Ciro y los Persas,argentine rock,49,2020-11-20
2020,Al Lado del Camino,Ariel Zanotti,argentine rock,32,2020-02-20
2020,Radiant City,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",54,2020-09-25
