anio,cancion,artista,generos_artista,popularidad,fecha_lanzamiento
2015,The Mephistopheles Of Los Angeles,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",49,2015-01-19
2015,Permiso y Prometo,Las Pastillas del Abuelo,argentine rock,52,2015-10-23
2015,Heartache,ONE OK ROCK,"j-rock, j-pop",56,2015-09-25
2015,Love Is Like Oxygen,Sweet,glam rock,48,2015-09-25
2015,My Dad Says That's For Pussies,Bloodhound Gang,,55,2015-12-18
2015,Solito,Salamandra,"argentine rock, latin rock",47,2015-09-04
2015,Justo Que Te Vas,Ricardo Iorio,argentine rock,51,2015
2015,Te quiero - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",44,2015-06-02
2015,Defector,Muse,"alternative rock, rock",45,2015-06-04
2015,Celos Que Matan,Widinson,"chicha, electrocumbia, cumbia",35,2015-11-25
2015,Open Fire,The Darkness,glam metal,43,2015-06-01
2015,Sun Rising,The Wanton Bishops,"blues rock, modern blues, blues, southern gothic",45,2015-02-23
2015,Thunder & Lightning,Motörhead,"heavy metal, metal, speed metal, hard rock, rock",42,2015
2015,Todo Terminó,Juan Wauters,latin indie,36,2015-05-12
2015,Rattle That Lock,David Gilmour,progressive rock,45,2015-09-18
2015,Traguito Bueno,Gerardo Morán,"chicha, electrocumbia, cumbia",33,2015-09-28
2015,Landmine,Three Days Grace,"post-grunge, rock",50,2015-03-30
2015,X-Ray Visions,Clutch,"stoner rock, stoner metal, sludge metal",47,2015-10-02
2015,Nomu,Good Kid,,53,2015-10-13
2015,Doki Doki ☆ Morning,BABYMETAL,j-rock,49,2015-05-11
2015,Room,Superheaven,"shoegaze, post-grunge",57,2015-05-04
2015,Friends,levitation room,"neo-psychedelic, psychedelic rock, surf rock",51,2015-02-07
2015,Aglow,The Rare Occasions,,51,2015-12-04
2015,Catch Me If You Can,BABYMETAL,j-rock,48,2015-05-11
2015,Balls and Pins,Khruangbin,neo-psychedelic,48,2015-11-06
2015,Songs I Can't Listen To,Neon Trees,,55,2015-05-05
2015,Never Again,Breaking Benjamin,"alternative metal, post-grunge, rock",56,2015-06-23
2015,hades in the dead of winter,my dead girlfriend,"shoegaze, japanese indie, j-rock, math rock, dream pop, shibuya-kei",52,2015-06-03
2015,Circadian Rhythm (Last Dance),Silversun Pickups,,43,2015-09-25
2015,I Feel Love (Every Million Miles),The Dead Weather,"garage rock, southern gothic, blues rock, modern blues",46,2015-09-25
2015,Suavecito,Maná,"rock en español, latin rock, mexican rock, latin pop",36,2015-04-21
2015,August Twelve,Khruangbin,neo-psychedelic,51,2015-11-06
2015,I've Been Bored,Superheaven,"shoegaze, post-grunge",58,2015-05-04
2015,Basil,Mark Knopfler,soft rock,39,2015-03-09
2015,Estadio Azteca,Bunbury,"rock en español, latin rock, mexican rock",34,2015-04-14
2015,Blood And Sand / Milk And Endless Waters,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",46,2015-10-30
2015,Summer,Skinshape,,50,2015-12-01
2015,Like the Sun,Donavon Frankenreiter,surf rock,45,2015-09-02
2015,El boxeador (feat. Draco Rosa) - MTV Unplugged,Bunbury,"rock en español, latin rock, mexican rock",39,2015-11-27
2015,Turn Your Love Around - 2015 GH Version,George Benson,"smooth jazz, yacht rock, jazz funk, soul jazz",44,2015-02-27
2015,The Arc,The Arcs,,47,2015-08-28
2015,Mighty Long Fall,ONE OK ROCK,"j-rock, j-pop",52,2015-09-25
2015,Lobo Hombre en París - Versión Sinfónico [En Vivo],La Unión,"rock en español, latin rock",46,2015-11-27
2015,Oracolo,Skinshape,,49,2015-12-01
2015,Victory Or Die,Motörhead,"heavy metal, metal, speed metal, hard rock, rock",43,2015
2015,Copa rota,Bunbury,"rock en español, latin rock, mexican rock",40,2015-04-14
2015,My Nemesis,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",49,2015-09-04
2015,Marta tiene un marcapasos - 2015 Remaster,Hombres G,"rock en español, latin rock, mexican rock",43,2015-06-02
2015,La chispa adecuada (feat. León Larregui) - MTV Unplugged,Bunbury,"rock en español, latin rock, mexican rock",46,2015-10-23
2015,Downswing,Superheaven,"shoegaze, post-grunge",59,2015-05-04
2015,El ataque de las chicas cocodrilo - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",41,2015-06-02
2015,Hasta Acá Nos Ayudó Dios!,Las Pastillas del Abuelo,argentine rock,48,2015-08-25
2015,Oulala,Vundabar,,54,2015-07-24
2015,Doscientos huesos y un collar de calaveras - MTV Unplugged,Bunbury,"rock en español, latin rock, mexican rock",38,2015-11-27
2015,Devil's Keep,Tyler Bryant & the Shakedown,"blues rock, modern blues, southern rock, blues",43,2015-11-13
2015,El Amor Duele,The Mills,"rock en español, colombian pop, latin rock",44,2015-06-05
2015,Tan Lejos de Aquel Sueño,Rata Blanca,"rock en español, argentine rock, latin rock, mexican rock",43,2015-08-05
2015,Little Joe & Mary,Khruangbin,neo-psychedelic,49,2015-11-06
2015,2.00 A.M.,Rob Tognoni,"blues rock, blues, modern blues",38,2015-11-27
2015,The Globalist,Muse,"alternative rock, rock",43,2015-06-04
2015,Only Human,Cold Showers,"darkwave, cold wave, post-punk, deathrock",45,2015-08-28
2015,Cupid Carries A Gun,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",44,2015-01-19
2015,If It All Comes Down to You,Anekdoten,"progressive rock, progressive metal, art rock, space rock",42,2015-04-10
2015,"Fated, Faithful, Fatal",Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",42,2015-01-19
2015,Profundidad,Coti,"argentine rock, latin pop",45,2015-03-17
2015,"Ijime, Dame, Zettai",BABYMETAL,j-rock,45,2015-05-11
2015,Venezia - 2015 Remaster,Hombres G,"rock en español, latin rock, mexican rock",42,2015-06-02
2015,Revolt,Muse,"alternative rock, rock",43,2015-06-04
2015,Breaking the Silence,Breaking Benjamin,"alternative metal, post-grunge, rock",53,2015-06-23
2015,The Hurricane's Eye,Jesse Roper,"modern blues, blues rock",46,2015-01-23
2015,Mrahc,Title Fight,"midwest emo, shoegaze, post-hardcore, melodic hardcore, emo",56,2015-02-03
2015,Cocaine Cat,Tess Parks,"neo-psychedelic, psychedelic rock, space rock",45,2015-06-29
2015,Ellipse,Oh Hiroshima,"post-rock, math rock, space rock",42,2015-11-06
2015,Footsteps,Pop Evil,,59,2015-08-21
2015,Next To Nothing,Superheaven,"shoegaze, post-grunge",55,2015-05-04
2015,Asking for It,Shinedown,"post-grunge, alternative metal, rock",56,2015-09-18
2015,GONE,coldrain,"j-rock, metalcore, anime",47,2015-10-21
2015,Ten Million Voices,Shaman's Harvest,,48,2015-04-27
2015,Tanto de Todo,Don Osvaldo,argentine rock,47,2015-01-01
2015,It Ain’t You,Danielle Nicole,"blues, modern blues, blues rock, soul blues",40,2015-01-01
2015,Funky Duck,Vulfpeck,"funk, funk rock",45,2015-10-09
2015,Maldito duende,Bunbury,"rock en español, latin rock, mexican rock",40,2015-04-14
2015,Nothing's Fair In Love and War,Three Days Grace,"post-grunge, rock",48,2015-03-30
2015,Hollow,Breaking Benjamin,"alternative metal, post-grunge, rock",54,2015-06-23
2015,The River,King Gizzard & The Lizard Wizard,"neo-psychedelic, psychedelic rock",38,2015-08-28
2015,Akatsuki,BABYMETAL,j-rock,45,2015-05-11
2015,Aftermath,Muse,"alternative rock, rock",43,2015-06-04
2015,Perro Viejo,Los Espiritus,"latin indie, argentine rock, latin rock, latin alternative, neo-psychedelic",41,2015-10-13
2015,Up To No Good,The Hoosiers,,51,2015-10-09
2015,La Creatividad,Las Pastillas del Abuelo,argentine rock,49,2015-10-23
2015,Faces of Stone,David Gilmour,progressive rock,43,2015-09-18
2015,River Towns,Mark Knopfler,soft rock,39,2015-03-09
2015,Cómo Decirte,Compañia Ilimitada,rock en español,41,2015-06-11
2015,Let Me Live My Life,Saint Asonia,post-grunge,42,2015-10-23
2015,Visite nuestro bar - 2015 Remaster,Hombres G,"rock en español, latin rock, mexican rock",38,2015-06-02
2015,Things Happen,Dawes,"americana, alt country",45,2015-06-02
2015,Cuando Pase el Temblor - Versión Sinfónico [En Vivo],Sabo Romo,"rock en español, mexican rock",40,2015-11-27
2015,Apuesta por el R´n´R,Bunbury,"rock en español, latin rock, mexican rock",35,2015-04-14
2015,Mis Latidos,Don Osvaldo,argentine rock,47,2015-01-01
2015,Voy a pasármelo bien - 2015 Remaster,Hombres G,"rock en español, latin rock, mexican rock",41,2015-06-02
2015,Laughs And Jokes And Drinks And Smokes,Mark Knopfler,soft rock,37,2015-03-09
2015,My Baby's Got to Go,Aircraft,,50,2015-05-29
2015,El Infierno Está Encantador Esta Noche - En Vivo,Indio Solari,argentine rock,46,2015-12-16
2015,And I Love Her,Kurt Cobain,grunge,48,2015-11-13
2015,Electrizado,Maná,"rock en español, latin rock, mexican rock, latin pop",32,2015-04-21
2015,Windowpane,Mild High Club,neo-psychedelic,50,2015-09-18
2015,Close to Heaven,Breaking Benjamin,"alternative metal, post-grunge, rock",51,2015-06-23
2015,Car Crash,Three Days Grace,"post-grunge, rock",48,2015-03-30
2015,Euphoria,Killing Joke,"post-punk, gothic rock, industrial rock, industrial metal, new wave, deathrock, darkwave, industrial, cold wave",40,2015-10-23
2015,Temblando - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",44,2015-06-02
2015,Drag,Day Wave,"dream pop, surf rock",49,2015-07-07
2015,Fine Madeline,Plums,,51,2015-07-14
2015,Dulce Condena,Gustavo Nola,"argentine rock, rock en español, latin rock",35,2015-01-20
2015,I Can't Speak,La Luz,"surf rock, neo-psychedelic, psychedelic rock",45,2015-08-07
2015,Rock and Roll Again,Blackberry Smoke,"southern rock, country rock, outlaw country, red dirt",42,2015-09-18
2015,Firebirds,Clutch,"stoner rock, stoner metal, sludge metal",44,2015-10-02
2015,The Real You,Three Days Grace,"post-grunge, rock",48,2015-03-30
2015,Golgotha,W.A.S.P.,"glam metal, heavy metal, glam rock, hard rock, metal",39,2015-10-02
2015,Killing Strangers,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",47,2015-01-19
2015,For You,All That Remains,"metalcore, metal",50,2015-02-24
2015,Ash in the Sun,Vundabar,,51,2015-07-24
2015,Liar's Love,Title Fight,"midwest emo, shoegaze, post-hardcore, melodic hardcore, emo",54,2015-02-03
2015,I Won't Be Found,Tamaryn,"shoegaze, dream pop",47,2015-08-28
2015,Darla,Vundabar,,51,2015-07-24
2015,Suéltate el pelo - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",41,2015-06-02
2015,Diggin' My Own Grave,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",44,2015-09-04
2015,O No,Don Osvaldo,argentine rock,46,2015-01-01
2015,Waking Up,King King,"blues rock, modern blues, blues",38,2015
2015,We Don't Run,Bon Jovi,"glam metal, rock",38,2015-08-21
2015,Un Ángel para Tu Soledad - En Vivo,Indio Solari,argentine rock,45,2015-12-16
2015,Victor and His Demons,Fiddler's Green,"celtic punk, celtic rock, medieval metal, celtic, folk rock, folk punk, medieval, folk québécois, folk metal, folk, sea shanties",42,2015-02-13
2015,In Chains,Shaman's Harvest,,53,2015-04-27
2015,Too Old to Rock 'n' Roll: Too Young to Die! - Steven Wilson Stereo Remix,Jethro Tull,"progressive rock, art rock, classic rock",36,2015-11-27
2015,Smile Boyo,Vundabar,,52,2015-07-24
2015,Un par de palabras - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",40,2015-06-02
2015,Kiss You All Over Baby - Reloaded,Bad Boys Blue,"italo disco, italo dance, eurodance, europop, hi-nrg",36,2015-06-26
2015,Trace Me Onto You,Title Fight,"midwest emo, shoegaze, post-hardcore, melodic hardcore, emo",55,2015-02-03
2015,Love the Way You Hate Me,Like A Storm,,52,2015-02-24
2015,Warship My Wreck,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",40,2015-01-19
2015,Tu Gloria,Coti,"argentine rock, latin pop",38,2015-03-17
2015,Mi Noche de Amor,Los Destellos,"chicha, cumbia, electrocumbia",38,2015-09-11
2015,Silver Eagle,Mark Knopfler,soft rock,36,2015-03-09
2015,Poison's Gone,Kurt Cobain,grunge,49,2015-11-13
2015,Sugar Moon,DeWolff,blues rock,33,2015-11-20
2015,Good L_ck (Yo_'re F_cked),Celldweller,"synthwave, industrial metal, industrial rock, industrial",48,2015-11-06
2015,Perfect Life,Steven Wilson,"progressive rock, progressive metal, art rock",42,2015-03-02
2015,Into The Deep,Galactic,"jazz funk, funk rock, funk, acid jazz",50,2015-07-17
2015,El ataque de las chicas cocodrilo - Las Ventas 2015,Hombres G,"rock en español, latin rock, mexican rock",34,2015-11-20
2015,Your Pain Is Mine Now,Title Fight,"midwest emo, shoegaze, post-hardcore, melodic hardcore, emo",56,2015-02-03
2015,Asimilasyon,She Past Away,"darkwave, cold wave, post-punk, gothic rock, deathrock, ebm",41,2015-05-06
2015,A Quick Death in Texas,Clutch,"stoner rock, stoner metal, sludge metal",47,2015-10-02
2015,Quiero Una Novia Pechugona,Thony Ramírez,rock en español,37,2015-01-20
2015,Reflektor,Arcade Fire,"indie rock, baroque pop",38,2015
2015,Melted Rope,Wand,"neo-psychedelic, psychedelic rock, garage rock",42,2015-03-17
2015,Game Over,Bobby Caldwell,yacht rock,40,2015-11-13
2015,Hearts Belong,Care of Night,"aor, arena rock",33,2015-01-23
2015,Damned Rope,Wet Cactus,"stoner rock, stoner metal, space rock, psychedelic rock, sludge metal",36,2015-09-16
2015,Come to Me,The Wanton Bishops,"blues rock, modern blues, blues, southern gothic",39,2015-02-23
2015,Temblando - Las Ventas 2015,Hombres G,"rock en español, latin rock, mexican rock",35,2015-11-20
2015,Absolutismos,Las Pastillas del Abuelo,argentine rock,44,2015-10-23
2015,Blind Trust - Original Mix,Cabaret Nocturne,"darkwave, cold wave, ebm, post-punk",39,2015-11-09
2015,Negro Chico,Los Espiritus,"latin indie, argentine rock, latin rock, latin alternative, neo-psychedelic",38,2015-10-13
2015,1CHANCE,WANIMA,"j-pop, j-rock, melodic hardcore",48,2015-11-04
2015,Un par de palabras - Las Ventas 2015,Hombres G,"rock en español, latin rock, mexican rock",33,2015-11-20
2015,Howl,The Wanton Bishops,"blues rock, modern blues, blues, southern gothic",39,2015-02-23
2015,War Child,Hollywood Undead,"rap rock, rap metal",52,2015-03-31
2015,Cold Sun,Black Pistol Fire,"blues rock, modern blues, garage rock",37,2015-09-16
2015,Strangers,Then Comes Silence,"gothic rock, deathrock, darkwave, post-punk, cold wave",39,2015-03-13
2015,Kyouran Hey Kids!!,THE ORAL CIGARETTES,"j-rock, anime, j-pop",42,2015-11-11
2015,"Tus Tus Taz , El Tostadito",El Flaco Alvarado,"chicha, electrocumbia",27,2015-09-09
2015,Here Come The Robots,Stoned Jesus,"stoner rock, stoner metal, sludge metal, doom metal, space rock, psychedelic rock",39,2015-01-01
2015,"Fuerza, Locura Y Libertad!",Las Pastillas del Abuelo,argentine rock,44,2015-08-25
2015,The Devil Beneath My Feet,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",39,2015-01-19
2015,If I Could Find You (Eternity),The Holydrug Couple,"neo-psychedelic, psychedelic rock, space rock",46,2015-05-12
2015,Qué soy yo para ti - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",33,2015-06-02
2015,Vamos A La Luna,Los Espiritus,"latin indie, argentine rock, latin rock, latin alternative, neo-psychedelic",37,2015-10-13
2015,Memories,ONE OK ROCK,"j-rock, j-pop",44,2015-09-25
2015,Un Poco de Amor Francés - En Vivo,Indio Solari,argentine rock,44,2015-12-16
2015,Si no te tengo a ti - Las Ventas 2015,Hombres G,"rock en español, latin rock, mexican rock",33,2015-11-20
2015,Not Always Happy,Petite League,surf rock,44,2015-10-26
2015,What's It Gonna Be,Laurence Jones,"blues rock, modern blues, blues",36,2015-04-14
2015,Hollow Tune,Brick + Mortar,,46,2015-07-17
2015,Where I've Been,Rival Sons,"blues rock, modern blues",38,2015-10-16
2015,Gutter Girl,Hot Flash Heat Wave,surf rock,52,2015-09-11
2015,Sappy - Early Demo,Kurt Cobain,grunge,47,2015-11-13
2015,Dos Secas,Don Osvaldo,argentine rock,44,2015-01-01
2015,My Heart Has Never Changed,Mark Knopfler,soft rock,34,2015-03-09
2015,Dangerous,Def Leppard,"glam metal, glam rock, classic rock",36,2015-10-30
2015,One Too Many,Three Days Grace,"post-grunge, rock",46,2015-03-30
2015,If You See Her,Mystery,"progressive rock, progressive metal, art rock",38,2015-11-01
2015,SAVIOR OF SONG (feat.MY FIRST STORY),NANO,"j-rock, anime, j-pop",47,2015-01-28
2015,Dark Love,New Candys,"neo-psychedelic, psychedelic rock, space rock",39,2015-03-16
2015,Talisman,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",40,2015-10-30
2015,Cassandra,Care of Night,"aor, arena rock",34,2015-01-23
2015,City of Angels,Bridge to Grace,,43,2015-08-28
2015,Pacífico - Antes - Ferro 2014 en Vivo,Ciro y los Persas,argentine rock,43,2015-08-28
2015,First Kiss,Kid Rock,,51,2015-02-20
2015,Cats,Macseal,"midwest emo, math rock, emo",53,2015-10-25
2015,Murderer Of Blue Skies,Chris Cornell,grunge,44,2015-09-18
2015,Devuélveme a mi chica - Las Ventas 2015,Hombres G,"rock en español, latin rock, mexican rock",36,2015-11-20
2015,Good Goodbye,ONE OK ROCK,"j-rock, j-pop",48,2015-09-25
2015,Mix Porongo 5,SON DE FUEGO,"chicha, cumbia",42,2015
2015,Tanto Ganas Tanto Pierdes,Verde 70,"latin rock, rock en español",44,2015-10-09
2015,Rincón Yucateco,Porter,"mexican indie, latin indie, mexican rock, latin alternative, rock en español, latin rock",56,2015-03-03
2015,Não Olhe Pra Trás (feat. Lenine) - Ao Vivo,Capital Inicial,"brazilian rock, mpb, brazilian pop, pop rock",62,2015
2015,Dangerous,Shinedown,"post-grunge, alternative metal, rock",50,2015-09-18
2015,Tear Down the Wall,Art Of Dying,post-grunge,46,2015-12-11
2015,Inercia,Las Pastillas del Abuelo,argentine rock,44,2015-10-23
2015,Ramo de Rosas,Los Pakines,"chicha, cumbia",36,2015-07-24
2015,Eternal,Sidewalks and Skeletons,"witch house, darkwave",44,2015-03-05
2015,Reasons Why,levitation room,"neo-psychedelic, psychedelic rock, surf rock",42,2015-02-07
2015,Find Me a Woman,The Bluesbones,"blues rock, blues, modern blues",34,2015-02-26
2015,Rondo of Nightmare,BABYMETAL,j-rock,42,2015-05-11
2015,Hole in the Wall,Moses Gunn Collective,"neo-psychedelic, psychedelic rock",43,2015-08-07
2015,Mellowing,All Them Witches,"stoner rock, stoner metal, neo-psychedelic, psychedelic rock, space rock, sludge metal, blues rock",39,2015-10-30
2015,Song 4,BABYMETAL,j-rock,42,2015-05-11
2015,Sober,FIDLAR,"garage rock, surf rock, skate punk, indie punk",39,2015-09-04
2015,Cariño Tuyo,Roy Y Los Gentiles,"chicha, huayno, cumbia",45,2015-02-03
2015,Whoopy,The Wanton Bishops,"blues rock, modern blues, blues, southern gothic",38,2015-02-23
2015,From the Chest Down,Superheaven,"shoegaze, post-grunge",51,2015-05-04
2015,Walking on Water,Jorn,"power metal, norsk rock, hard rock, metal, heavy metal",34,2015-01-23
2015,This Town,Jack and the Weatherman,surf rock,36,2015-04-18
2015,Sucker for the Witch,Clutch,"stoner rock, stoner metal, sludge metal",41,2015-10-02
2015,Something,Bobby Alu,surf rock,37,2015-01-21
2015,The End Is Not the Answer,Three Days Grace,"post-grunge, rock",45,2015-03-30
2015,Vaivén,Don Osvaldo,argentine rock,42,2015-01-01
2015,Waves,Naxatras,"stoner rock, space rock, psychedelic rock, neo-psychedelic, stoner metal, acid rock",41,2015-04-26
2015,Una mujer de bandera - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",35,2015-06-02
2015,La Casa del Sol Naciente,Palito Ortega,,35,2015-10-16
2015,Homerun (Radio Edit),The Brahms,,35,2015-10-14
2015,Simple Man - Live,Lynyrd Skynyrd,"southern rock, classic rock, rock",38,2015-10-23
2015,Gypsy Life,Scorpions,"hard rock, glam metal, rock",36,2015-02-20
2015,Si no te tengo a ti - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",40,2015-06-02
2015,Indiana - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",30,2015-06-02
2015,End of an Empire,Celldweller,"synthwave, industrial metal, industrial rock, industrial",43,2015-11-06
2015,Walk on Water,Michael Kiske & Amanda Somerville,"power metal, symphonic metal, aor, arena rock",35,2015-04-17
2015,Camp Adventure,Delta Sleep,"math rock, midwest emo",47,2015-07-08
2015,En Ti Confiaré,Edgar Lira,"christian rock, christian, christian alternative rock",37,2015-07-15
2015,Te quiero - Las Ventas 2015,Hombres G,"rock en español, latin rock, mexican rock",34,2015-11-20
2015,Cruel Game - Vanzetti & Sacco Remix,Nouvelle Phénomène,"cold wave, darkwave, synthpop, post-punk",33,2015-11-16
2015,Ahora estoy sin ti,Zapato3,"rock en español, latin rock, latin alternative",26,2015-02-13
2015,Dangerous,Shaman's Harvest,,50,2015-04-27
2015,With Arms Wide Open - New Version With Strings,Creed,post-grunge,40,2015-01-01
2015,Inundados (Alagados),Os Paralamas Do Sucesso,"brazilian rock, mpb, brazilian pop, latin rock, pop rock",41,2015-02-24
2015,Pegaría,LaNuestra,"reggae rock, latin rock",39,2015-12-22
2015,Day 3,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",37,2015-01-19
2015,Chlorine,Title Fight,"midwest emo, shoegaze, post-hardcore, melodic hardcore, emo",50,2015-02-03
2015,Mares,Los Espiritus,"latin indie, argentine rock, latin rock, latin alternative, neo-psychedelic",36,2015-10-13
2015,No Te Apartes de Mi,Alejandro Puebla,argentine rock,32,2015-06-20
2015,Monocro No Kiss (Anime Version),SID,"anime, visual kei, j-rock, j-pop",44,2015-04-01
2015,Adios - O El Hombre Que Duda,The Mills,"rock en español, colombian pop, latin rock",40,2015-06-05
2015,Hand In Hand,Beatsteaks,,52,2015-09-18
2015,Broken Bones,Mark Knopfler,soft rock,32,2015-03-09
2015,Amor de hierro,Zapato3,"rock en español, latin rock, latin alternative",24,2015-02-13
2015,Jericho,Celldweller,"synthwave, industrial metal, industrial rock, industrial",44,2015-11-06
2015,Skydiver,Mark Knopfler,soft rock,30,2015-03-09
2015,Mighty Man,Mark Knopfler,soft rock,30,2015-03-09
2015,Defeated,Breaking Benjamin,"alternative metal, post-grunge, rock",48,2015-06-23
2015,Magellanic Clouds,Savanah,"stoner rock, stoner metal, space rock, sludge metal, psychedelic rock, doom metal",39,2015-07-20
2015,Qué Chola Tan Rica,Los Destellos,"chicha, cumbia, electrocumbia",32,2015-09-11
2015,Odds Of Even,Marilyn Manson,"industrial metal, industrial rock, industrial, metal, nu metal",36,2015-01-19
2015,The Arsonist,Puscifer,industrial rock,45,2015
2015,Amigos Traigan Cerveza,El Flaco Alvarado,"chicha, electrocumbia",25,2015-09-09
2015,Pequeño Ángel Oscuro,Rata Blanca,"rock en español, argentine rock, latin rock, mexican rock",39,2015-08-05
2015,Gratitud,Los Espiritus,"latin indie, argentine rock, latin rock, latin alternative, neo-psychedelic",34,2015-10-13
2015,Black Cadillac,Shinedown,"post-grunge, alternative metal, rock",53,2015-09-18
2015,Sticky Hulks,Thee Oh Sees,"garage rock, neo-psychedelic, psychedelic rock, noise rock, egg punk, space rock, acid rock",38,2015-05-26
2015,En tu mirada,Mustafunk,"funk rock, argentine rock",38,2015
2015,Silenciador,The Mills,"rock en español, colombian pop, latin rock",36,2015-06-05
2015,Gravity,Hollywood Undead,"rap rock, rap metal",48,2015-03-31
2015,Terminal Of Tribute To,Mark Knopfler,soft rock,30,2015-03-09
2015,Love Forever,Babe Rainbow,"neo-psychedelic, psychedelic rock, surf rock",43,2015-07-10
2015,Colors,DAY6,"k-rock, k-pop",45,2015-09-07
2015,Tan Solo - Antes - Ferro 2014 en Vivo,Ciro y los Persas,argentine rock,39,2015-08-28
2015,Diosa De La Transformación!,Las Pastillas del Abuelo,argentine rock,42,2015-08-25
2015,Eye to Eye,Crystal Ball,"power metal, aor, arena rock, hard rock, heavy metal",32,2015-05-22
2015,Possum Kingdom,Toadies,"grunge, alternative rock",44,2015-09-18
2015,UGLY,the GazettE,"visual kei, j-rock",35,2015-11-18
2015,All of Me,Fivefold,,39,2015-12-28
2015,Lawman,Gilla Band,"noise rock, post-punk, industrial rock",38,2015-03-30
2015,Routine,Steven Wilson,"progressive rock, progressive metal, art rock",38,2015-03-02
2015,Caramelo de Menta,Los Pakines,"chicha, cumbia",36,2015-07-24
2015,El Primer Beso,Los Diablos Rojos,"chicha, cumbia",34,2015-09-25
2015,Soluk,She Past Away,"darkwave, cold wave, post-punk, gothic rock, deathrock, ebm",36,2015-05-06
2015,Strange Harvest,Tempers,"darkwave, cold wave, post-punk",41,2015-10-23
2015,Story,Chon,"math rock, djent, progressive metal, progressive rock",45,2015-01-01
2015,Quiero!,Paiko,"latin rock, reggae rock",36,2015-07-24
2015,Zen A,Surf Rock Is Dead,"surf rock, dream pop",42,2015-02-18
2015,Diamond Mine,Flavor Crystals,"space rock, neo-psychedelic, psychedelic rock, shoegaze",37,2015-10-13
2015,Stare at the Sun,Ringo Deathstarr,"shoegaze, dream pop, slowcore, noise rock",32,2015-11-20
2015,te wo futte,my dead girlfriend,"shoegaze, japanese indie, j-rock, math rock, dream pop, shibuya-kei",45,2015-06-03
2015,One Breath Away,Phedora,,38,2015-09-30
2015,Weight of Love,The Black Keys,"blues rock, garage rock, modern blues, rock",34,2015-02-10
2015,Burn The Rain,Kurt Cobain,grunge,46,2015-11-13
2015,Spirit Cold,Tall Heights,"folk pop, indie folk",40,2015-10-08
2015,Holding Out For You,Pond,"neo-psychedelic, psychedelic rock",43,2015-01-23
2015,Chop,Vundabar,,48,2015-07-24
2015,薔薇は美しく散る,KAMIJO,"visual kei, j-rock",42,2015-07-15
2015,Canción de Cuna - Después - Ferro 2014 en Vivo,Ciro y los Persas,argentine rock,40,2015-08-28
2015,Mix 4: No Se por Que / Vuelve Mi Amor / Nuestro Adios / Mi Casita,Teodoro Arellano y su Grupo Cielo Gris,"chicha, huayno, cumbia",37,2015-07-06
2015,Mosaico Homenaje a Quito: El Paisano / El Chulla Quiteño / Lindo Quito de Mi Vida,Gerardo Morán,"chicha, electrocumbia, cumbia",41,2015-09-28
2015,Volveré,Interpuesto,"mexican rock, rock en español",48,2015
2015,Akala Ko'y Langit,Siakol,"pinoy rock, pinoy alternative, opm, bisrock, p-pop",57,2015-02-15
2015,Rita - Remaster 2015,Hombres G,"rock en español, latin rock, mexican rock",35,2015-06-02
2015,Young and Able - 2015,Current Swell,"surf rock, reggae rock",40,2015-06-29
2015,September,Chestnut Bakery,"shoegaze, chinese indie, dream pop",46,2015
2015,Angreifer,Unlucky Morpheus,"visual kei, j-rock, symphonic metal, power metal",41,2015-04-26
2015,She Only Lies,Kurt Cobain,grunge,42,2015-11-13
2015,One by One,ONE OK ROCK,"j-rock, j-pop",41,2015-09-25
2015,Concorde,The Holydrug Couple,"neo-psychedelic, psychedelic rock, space rock",39,2015-05-12
2015,I'm Eighteen,Creed,post-grunge,43,2015-01-01
2015,Chains of Love,Jesse Roper,"modern blues, blues rock",36,2015-01-23
2015,Lay with Me,King King,"blues rock, modern blues, blues",33,2015
2015,Adiós a las Armas,Caramelos De Cianuro,"latin rock, rock en español",27,2015
2015,Lap Dance,Tuber,"stoner rock, space rock, post-rock, stoner metal, psychedelic rock, sludge metal",36,2015-10-07
2015,Ventana,Cielo Razzo,argentine rock,42,2015-11-06
